"","sppocean","npres","fakepres","npres.tr","npres.te","ntot","thresh.kappa","thresh","thresh.trKap","thresh.tr","auc","auc.tt","tss","tss.tt","tssmax","tssmax.tt","acc","acc.tt","accmax","accmax.tt","sens","sens.tt","spec","spec.tt","kappa","kappa.tt","kappamax","kappamax.tt","rpb","prev.obs","prev.pred.prev","prev.pred.kap","smear","pred_obsMedian","pred_obsMean","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.surv_year","r2.pres.surv_year.kap","r2.abun.surv_year","r2.predPATT.surv_year","r2.predPATTkap.surv_year","r2.predTT.surv_year","dev.pres","dev.biomass","dev.pres.null","pres.aic","abun.aic","pres.loglik","abun.loglik","dev.biomass.null","pres.aic.tt","pres.loglik.tt","abun.aic.tt","abun.loglik.tt"
"1","centropristis striata_Atl",2802,560,1669,1133,43344,0.14731708,0.06460912,0.15879236,0.06210807,0.836798936860924,0.801553480905658,0.138638550166914,0.128859270917733,0.435374463568825,0.431277319086935,0.671419342930971,0.64793007162802,0.935354374307863,0.931224960543887,0.882226980728051,0.849955869373345,0.656849686744611,0.633009582165439,0.165557950927731,0.149451906848653,0.243534878178783,0.192910408584955,0.3203129815999,0.0587635517510922,0.488077564706977,0.203007590773397,18747692.0408032,1.75360922121318e-06,-0.0740111763380794,0.00377970401509044,0.00163919669832825,0.000512516768446033,1.61289874855985e-05,0.63,0.31,0.21,0.35,0.32,0.18,0.204916719832371,0.650755540969622,0.144406247327771,16551.27934316,20133.8584006995,-8255.85015052195,-10045.7312184663,0.54708301204439,9859.65370709134,-4910.8897833273,12222.4927689988,-6091.97762691135
