"","sppocean","npres","fakepres","npres.tr","npres.te","ntot","thresh.kappa","thresh","thresh.trKap","thresh.tr","auc","auc.tt","tss","tss.tt","tssmax","tssmax.tt","acc","acc.tt","accmax","accmax.tt","sens","sens.tt","spec","spec.tt","kappa","kappa.tt","kappamax","kappamax.tt","rpb","prev.obs","prev.pred.prev","prev.pred.kap","smear","pred_obsMedian","pred_obsMean","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.surv_year","r2.pres.surv_year.kap","r2.abun.surv_year","r2.predPATT.surv_year","r2.predPATTkap.surv_year","r2.predTT.surv_year","dev.pres","dev.biomass","dev.pres.null","pres.aic","abun.aic","pres.loglik","abun.loglik","dev.biomass.null","pres.aic.tt","pres.loglik.tt","abun.aic.tt","abun.loglik.tt"
"1","centropristis striata_Atl",2802,560,1669,1133,43344,0.21744885,0.0644673,0.21139522,0.06213819,0.864319951100842,0.835941856770299,0.157755759588233,0.137399223795863,0.79262523940282,0.931281490924543,0.709971391657438,0.673789000849824,0.93546973052787,0.931285662255676,0.887937187723055,0.840247131509267,0.697671550490849,0.661495339286878,0.196258481166684,0.16458808142836,0.312351140536888,0.34279654292108,0.376544405959734,0.0587635517510922,0.47381190411813,0.0455695673963551,51727.9039618977,2.72852810232624e-07,-0.0722074766964392,0.0531613732158611,0.0352859099262548,0.00351292481635478,0.00187506574639884,0.6,0.19,0.13,0.3,0.51,0.07,0.253118967397951,0.679723526097127,0.144406247327771,15558.5893753324,19843.0160407022,-7755.33587360575,-9900.17758230351,0.567845815095475,9236.62906139658,-4596.4250200837,11976.663878636,-5968.14894328214
