"","sppocean","npres","fakepres","npres.tr","npres.te","ntot","thresh.kappa","thresh","thresh.trKap","thresh.tr","auc","auc.tt","tss","tss.tt","tssmax","tssmax.tt","acc","acc.tt","accmax","accmax.tt","sens","sens.tt","spec","spec.tt","kappa","kappa.tt","kappamax","kappamax.tt","rpb","prev.obs","prev.pred.prev","prev.pred.kap","smear","pred_obsMedian","pred_obsMean","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.surv_year","r2.pres.surv_year.kap","r2.abun.surv_year","r2.predPATT.surv_year","r2.predPATTkap.surv_year","r2.predTT.surv_year","dev.pres","dev.biomass","dev.pres.null","pres.aic","abun.aic","pres.loglik","abun.loglik","dev.biomass.null","pres.aic.tt","pres.loglik.tt","abun.aic.tt","abun.loglik.tt"
"1","centropristis striata_Atl",2802,560,1669,1133,43344,0.17589437,0.06470947,0.15966567,0.06216799,0.838515840553223,0.803044619138683,0.134743677454631,0.117735073270168,0.435374463568825,0.290264045522941,0.677325581395349,0.632754643680952,0.935354374307863,0.931224960543887,0.853319057815846,0.827007943512798,0.66516205416605,0.618408187210742,0.162702278092642,0.134465122794244,0.256048798642034,0.21276130331186,0.331214339104185,0.0587635517510922,0.502667341265431,0.254378437095815,49197.4165923298,4.53727891593786e-06,-0.0705045264143755,0.00602478992745878,1.3291407611785e-05,1.35692286740331e-05,1.63063905704323e-06,0.62,0.29,0.06,0.3,0.25,0.07,0.20720740515183,0.617214383243923,0.144406247327771,16505.9053293035,20446.3854012514,-8232.06452301456,-10199.8838814812,0.562563581759263,9786.6392401198,-4873.05477684643,12215.4890856917,-6087.04367652801
